ds,Divorce,Forecast,cap,floor,yhat_lower,yhat_upper,trend_lower,trend_upper
2026-05-01,,8592.87233885455,10808.4,0,8027.539104529176,9179.252110954516,8411.401929590244,8459.15199776749
2026-06-01,,8521.353656531455,10808.4,0,7972.148648449304,9136.795571449078,8423.704526898078,8476.078092945972
2026-07-01,,8178.658780824603,10808.4,0,7643.568244537016,8747.141292319284,8435.466093810872,8492.854351987946
2026-08-01,,8293.027536718122,10808.4,0,7689.040250560265,8860.90390045041,8447.889400384092,8510.044958328066
2026-09-01,,8288.163422940632,10808.4,0,7687.169150513573,8862.079269369564,8460.132118449403,8526.844431982347
2026-10-01,,8567.94103224855,10808.4,0,8029.13489664283,9134.824409267378,8471.815419308148,8543.106268125986
2026-11-01,,8277.843110113698,10808.4,0,7676.769453794238,8886.243421124582,8484.057038744,8560.057165779024
2026-12-01,,8365.944545630291,10808.4,0,7766.081963972448,8953.536293116375,8495.99924693391,8576.577185669534
2027-01-01,,8893.938715182532,10808.4,0,8332.623892291007,9476.483229892907,8507.474161582568,8594.023046208424
2027-02-01,,8371.09744743436,10808.4,0,7762.812754242999,8939.423149466582,8518.567976445327,8611.106234223078
2027-03-01,,8821.666427322843,10808.4,0,8250.609700578496,9384.707654191625,8529.273379484774,8626.829465888008
2027-04-01,,8890.53348603456,10808.4,0,8300.079590026808,9469.780920690495,8539.973035059065,8643.208187270237
2027-05-01,,8735.05101600049,10808.4,0,8108.154763557647,9332.874176291161,8550.94013833319,8660.531722003132
2027-06-01,,8672.048544557227,10808.4,0,8091.31396484858,9238.973662809494,8561.072907169757,8677.144550464338
2027-07-01,,8315.973253131477,10808.4,0,7749.383572619806,8898.722486903487,8571.638811597253,8694.08481465063
2027-08-01,,8489.169583343511,10808.4,0,7915.252370846884,9077.78215549529,8581.869855607858,8711.689928907459
2027-09-01,,8481.342328546481,10808.4,0,7912.991973272001,9069.028101723516,8591.62038156093,8728.885207588648
2027-10-01,,8719.553201097488,10808.4,0,8143.862627399949,9291.814533117082,8600.653258718652,8745.923868004198
2027-11-01,,8425.15701072876,10808.4,0,7852.847311483153,9029.945814806062,8611.851884310585,8763.205938216859
2027-12-01,,8554.981017581074,10808.4,0,7974.039862421366,9154.640986665623,8622.677704108955,8779.236465164855
2028-01-01,,9062.247896345309,10808.4,0,8462.52061979334,9649.27693532669,8633.216102050706,8795.584628515353
2028-02-01,,8517.038800090677,10808.4,0,7913.7506683377815,9047.467584698283,8642.206833753147,8812.578683513399
2028-03-01,,9137.544158679899,10808.4,0,8528.640131906848,9749.672369142354,8651.064131813331,8827.886341558193
2028-04-01,,8738.91562026659,10808.4,0,8124.797970243113,9315.769647828252,8661.083509272528,8843.50368581657
2028-05-01,,8977.231877063423,10808.4,0,8370.453214332329,9545.058470928676,8672.56657270574,8859.900824690125
2028-06-01,,8889.177063696943,10808.4,0,8295.577722211627,9481.423009767053,8682.134532720209,8875.996975765449
2028-07-01,,8574.198514978649,10808.4,0,7967.41107965622,9134.046531877504,8690.894858660291,8892.020207802252
2028-08-01,,8567.836138181998,10808.4,0,7984.153871822921,9156.143575871927,8700.618959351084,8909.533474607593
2028-09-01,,8562.01159826795,10808.4,0,7987.883152690205,9142.284189155931,8710.17170081091,8926.179312532227
2028-10-01,,8920.771824147841,10808.4,0,8333.615578069033,9505.877466290736,8719.083898534627,8942.237696986918
2028-11-01,,8639.416768681825,10808.4,0,8006.024605753246,9257.951893218074,8728.898634514006,8958.595166199202
2028-12-01,,8640.542467978217,10808.4,0,8018.511651764743,9222.428586063652,8738.453168915124,8974.224996334522
2029-01-01,,9203.627840612064,10808.4,0,8589.928424217933,9798.202921695844,8747.130158740276,8990.933837912504
2029-02-01,,8723.740303989383,10808.4,0,8133.71279916949,9359.631671018502,8756.101009284139,9005.954068954876
2029-03-01,,9238.848105244198,10808.4,0,8626.885791149429,9824.706262715394,8765.55138918761,9019.933428175298
2029-04-01,,8996.075828312492,10808.4,0,8386.101369646565,9590.046169588317,8773.61976081048,9036.105804260276
2029-05-01,,9104.216713201322,10808.4,0,8517.836881641044,9712.843086336514,8783.560691912686,9052.18205984127
2029-06-01,,9022.263493515567,10808.4,0,8405.547710413295,9583.216252755194,8792.609900635332,9067.353607730733
2029-07-01,,8691.242698428494,10808.4,0,8100.31569130803,9295.346465362962,8801.843802650548,9081.648160115952
2029-08-01,,8743.64547851614,10808.4,0,8162.921828951794,9332.679421200866,8810.384823721703,9096.83412393104
2029-09-01,,8737.357868675388,10808.4,0,8145.891295733143,9314.428459349489,8818.982469766754,9113.336952152407
2029-10-01,,9055.31591703624,10808.4,0,8445.370853096001,9674.960805983987,8828.245381405952,9128.759861651888
2029-11-01,,8767.482479161174,10808.4,0,8163.067826201082,9337.382212493612,8838.964701282393,9144.172940109329
2029-12-01,,8810.65319201468,10808.4,0,8167.384811492684,9427.367721544435,8849.488077145203,9160.003834000141
